Condition ID Values,Definitions for Your Category,Category ID,Category Path
"nicht zutreffend",,40341,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Litauen"
"nicht zutreffend",,40342,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Lothringen"
"nicht zutreffend",,40343,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Luxemburg"
"nicht zutreffend",,40344,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Makedonien"
"nicht zutreffend",,40345,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Montenegro"
"nicht zutreffend",,40346,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Ostland"
"nicht zutreffend",,40347,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Russland"
"nicht zutreffend",,40348,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Serbien"
"nicht zutreffend",,40349,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Ukraine"
"nicht zutreffend",,40350,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Zante"
"nicht zutreffend",,40351,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Zara"
"nicht zutreffend",,7845,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Besetzung 2. Weltkrieg > Sonstige"
"nicht zutreffend",,40359,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt.Feldpost &Propagandafälsch. > Deutsche Feldpost 1. Weltkrieg"
"nicht zutreffend",,40360,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt.Feldpost &Propagandafälsch. > Deutsche Feldpost 2. Weltkrieg"
"nicht zutreffend",,7846,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt.Feldpost &Propagandafälsch. > Deutsche Feldpost Sonstige"
"nicht zutreffend",,40361,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt.Feldpost &Propagandafälsch. > Propagandafälschungen"
"nicht zutreffend",,7847,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Lokalausgaben 1922/1923"
"nicht zutreffend",,7848,"Briefmarken > Deutschland > Deutschland vor 1945 > Dt. Privatpost"
"nicht zutreffend",,10582,"Briefmarken > Deutschland > Deutschland ab 1945 > Lokalausgaben 1945 bis 1950"
"nicht zutreffend",,7850,"Briefmarken > Deutschland > Deutschland ab 1945 > Alliierte Besetzung"
"nicht zutreffend",,7851,"Briefmarken > Deutschland > Deutschland ab 1945 > Alliierte Besetzung Abarten"
"nicht zutreffend",,28669,"Briefmarken > Deutschland > Deutschland ab 1945 > Saarland 1947-1959"
"nicht zutreffend",,7852,"Briefmarken > Deutschland > Deutschland ab 1945 > Sowjet. Besatzungszone"
"nicht zutreffend",,7853,"Briefmarken > Deutschland > Deutschland ab 1945 > Sowjet. Besatzungszone Abarten"
"nicht zutreffend",,82928,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR 1949-1990 > DDR 1949-1954"
"nicht zutreffend",,82930,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR 1949-1990 > DDR 1955-1959"
"nicht zutreffend",,82931,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR 1949-1990 > DDR 1960-1970"
"nicht zutreffend",,82935,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR 1949-1990 > DDR 1971-1980"
"nicht zutreffend",,82939,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR 1949-1990 > DDR 1981-1990"
"nicht zutreffend",,7859,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Dienstmarken"
"nicht zutreffend",,7860,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Markenheftchen"
"nicht zutreffend",,82943,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Zusammendrucke"
"nicht zutreffend",,7861,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Abarten/Plattenfehler"
"nicht zutreffend",,7862,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Ganzsachen"
"nicht zutreffend",,82945,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Ersttagsbriefe > DDR-Ersttagsbriefe 1949-1960"
"nicht zutreffend",,82946,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Ersttagsbriefe > DDR-Ersttagsbriefe 1961-1970"
"nicht zutreffend",,82947,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Ersttagsbriefe > DDR-Ersttagsbriefe 1971-1980"
"nicht zutreffend",,18452,"Briefmarken > Deutschland > Deutschland ab 1945 > DDR-Ersttagsbriefe > DDR-Ersttagsbriefe 1981-1990"
"nicht zutreffend",,78561,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1948-1949"
"nicht zutreffend",,78562,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1950-1951"
"nicht zutreffend",,78563,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1952-1953"
"nicht zutreffend",,78564,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1954-1955"
"nicht zutreffend",,78565,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1956-1957"
"nicht zutreffend",,7863,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1958-1959"
"nicht zutreffend",,78566,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1960-1969"
"nicht zutreffend",,78567,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1970-1979"
"nicht zutreffend",,7864,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin 1948-1990 > Berlin 1980-1990"
"nicht zutreffend",,7865,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin-Markenheftchen"
"nicht zutreffend",,7866,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin Abarten/Plattenfehler"
"nicht zutreffend",,7867,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin-Ganzsachen"
"nicht zutreffend",,18453,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin-Ersttagsbriefe"
"nicht zutreffend",,82948,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin-Ersttagsblätter"
"nicht zutreffend",,82949,"Briefmarken > Deutschland > Deutschland ab 1945 > Berlin-Zusammendrucke"
"nicht zutreffend",,82951,"Briefmarken > Deutschland > Deutschland ab 1945 > Französische Zone > Allgemeine Ausgabe"
"nicht zutreffend",,82952,"Briefmarken > Deutschland > Deutschland ab 1945 > Französische Zone > Rheinland Pfalz"
"nicht zutreffend",,96444,"Briefmarken > Deutschland > Deutschland ab 1945 > Französische Zone > Baden"
"nicht zutreffend",,82953,"Briefmarken > Deutschland > Deutschland ab 1945 > Französische Zone > Württemberg"
"nicht zutreffend",,82954,"Briefmarken > Deutschland > Deutschland ab 1945 > Französische Zone > Zwangszuschlagsmarken"
"nicht zutreffend",,7868,"Briefmarken > Deutschland > Deutschland ab 1945 > Französische Zone > Sonstige"
"nicht zutreffend",,7869,"Briefmarken > Deutschland > Deutschland ab 1945 > US- & Britische Zone"
"nicht zutreffend",,7870,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD ab 1948 > BRD 1948-1954"
"nicht zutreffend",,7871,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD ab 1948 > BRD 1955-1959"
"nicht zutreffend",,7872,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD ab 1948 > BRD 1960-1969"
"nicht zutreffend",,7873,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD ab 1948 > BRD 1970-1979"
"nicht zutreffend",,7874,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD ab 1948 > BRD 1980-1989"
"nicht zutreffend",,7875,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD ab 1948 > BRD 1990-1999"
"nicht zutreffend",,7876,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD ab 1948 > BRD ab 2000"
"nicht zutreffend",,138894,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Privatpost"
"nicht zutreffend",,7877,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Markenheftchen"
"nicht zutreffend",,82955,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Zusammendrucke"
"nicht zutreffend",,82957,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Abarten & -Plattenfehler > 1948-1959"
"nicht zutreffend",,82958,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Abarten & -Plattenfehler > 1960-1969"
"nicht zutreffend",,82959,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Abarten & -Plattenfehler > 1970-1979"
"nicht zutreffend",,82960,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Abarten & -Plattenfehler > 1980-1989"
"nicht zutreffend",,82961,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Abarten & -Plattenfehler > 1990-1999"
"nicht zutreffend",,7878,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Abarten & -Plattenfehler > Ab 2000"
"nicht zutreffend",,7879,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ganzsachen"
"nicht zutreffend",,82963,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ersttagsbriefe > 1949-1959"
"nicht zutreffend",,82964,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ersttagsbriefe > 1960-1969"
"nicht zutreffend",,82965,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ersttagsbriefe > 1970-1979"
"nicht zutreffend",,82966,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ersttagsbriefe > 1980-1989"
"nicht zutreffend",,82967,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ersttagsbriefe > 1990-1999"
"nicht zutreffend",,18454,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ersttagsbriefe > Ab 2000"
"nicht zutreffend",,7880,"Briefmarken > Deutschland > Deutschland ab 1945 > BRD-Ersttagsblätter"
"nicht zutreffend",,82969,"Briefmarken > Deutschland > Deutschland ab 1945 > Dauerserien in Einheiten > 1951-1969"
"nicht zutreffend",,12466,"Briefmarken > Deutschland > Deutschland ab 1945 > Dauerserien in Einheiten > Ab 1970"
"nicht zutreffend",,160259,"Briefmarken > Deutschland > Deutschland ab 1945 > Privatpost ab 1995"
"nicht zutreffend",,7909,"Briefmarken > Deutschland > Ganzsachen, übriges Dtl."
"nicht zutreffend",,7910,"Briefmarken > Deutschland > Heimatgeschichte"
"nicht zutreffend",,12008,"Briefmarken > Deutschland > Lots & Sammlungen > Altdeutschland"
"nicht zutreffend",,7918,"Briefmarken > Deutschland > Lots & Sammlungen > Deutsches Reich"
"nicht zutreffend",,12009,"Briefmarken > Deutschland > Lots & Sammlungen > Deutsche Gebiete"
"nicht zutreffend",,12010,"Briefmarken > Deutschland > Lots & Sammlungen > Alliierte Besetzung"
"nicht zutreffend",,12011,"Briefmarken > Deutschland > Lots & Sammlungen > Französische Zone"
"nicht zutreffend",,12012,"Briefmarken > Deutschland > Lots & Sammlungen > US- & Britische Zone"
"nicht zutreffend",,7916,"Briefmarken > Deutschland > Lots & Sammlungen > Bundesrepublik Deutschland"
"nicht zutreffend",,7915,"Briefmarken > Deutschland > Lots & Sammlungen > Berlin"
"nicht zutreffend",,12013,"Briefmarken > Deutschland > Lots & Sammlungen > Sowjetische Besatzungszone"
"nicht zutreffend",,7917,"Briefmarken > Deutschland > Lots & Sammlungen > DDR"
"nicht zutreffend",,35321,"Briefmarken > Deutschland > Lots & Sammlungen > Gesamtdeutschland"
"nicht zutreffend",,40363,"Briefmarken > Österreich > Österreich vor 1945 > Österreich Vorphilatelie"
"nicht zutreffend",,40364,"Briefmarken > Österreich > Österreich vor 1945 > Österreich bis 1867"
"nicht zutreffend",,40365,"Briefmarken > Österreich > Österreich vor 1945 > Österreich 1867-1918"
"nicht zutreffend",,40366,"Briefmarken > Österreich > Österreich vor 1945 > Österreich 1918-1944"
"nicht zutreffend",,40367,"Briefmarken > Österreich > Österreich vor 1945 > Lokalausgaben I. & II.Republik"
"nicht zutreffend",,40368,"Briefmarken > Österreich > Österreich vor 1945 > Lombardei & Venetien"
"nicht zutreffend",,40369,"Briefmarken > Österreich > Österreich vor 1945 > Levante"
"nicht zutreffend",,40370,"Briefmarken > Österreich > Österreich vor 1945 > Bosnien und Herzegowina"
"nicht zutreffend",,40371,"Briefmarken > Österreich > Österreich vor 1945 > Österr.-ungar. Feldpost"
"nicht zutreffend",,25792,"Briefmarken > Österreich > Österreich vor 1945 > Sonstige"
"nicht zutreffend",,40373,"Briefmarken > Österreich > Österreich ab 1945 > Österreich 1945-1949"
"nicht zutreffend",,40374,"Briefmarken > Österreich > Österreich ab 1945 > Österreich 1950-1959"
"nicht zutreffend",,40375,"Briefmarken > Österreich > Österreich ab 1945 > Österreich 1960-1969"
"nicht zutreffend",,40376,"Briefmarken > Österreich > Österreich ab 1945 > Österreich 1970-1979"
"nicht zutreffend",,40377,"Briefmarken > Österreich > Österreich ab 1945 > Österreich 1980-1989"
"nicht zutreffend",,40378,"Briefmarken > Österreich > Österreich ab 1945 > Österreich 1990-1999"
"nicht zutreffend",,7883,"Briefmarken > Österreich > Österreich ab 1945 > Österreich ab 2000"
"nicht zutreffend",,47679,"Briefmarken > Österreich > Österreich ab 1945 > Sonstige"
"nicht zutreffend",,107117,"Briefmarken > Österreich > Personalisierte Marken"
"nicht zutreffend",,113941,"Briefmarken > Österreich > Lots & Sammlungen"
"nicht zutreffend",,40380,"Briefmarken > Schweiz > Schweiz vor 1945 > Vorphilatelie"
"nicht zutreffend",,40381,"Briefmarken > Schweiz > Schweiz vor 1945 > Kantone & Eidgenossenschaft"
"nicht zutreffend",,25794,"Briefmarken > Schweiz > Schweiz vor 1945 > Bundespost vor 1944"
"nicht zutreffend",,40383,"Briefmarken > Schweiz > Schweiz ab 1945 > 1945-1949"
"nicht zutreffend",,40384,"Briefmarken > Schweiz > Schweiz ab 1945 > 1950-1959"
"nicht zutreffend",,40385,"Briefmarken > Schweiz > Schweiz ab 1945 > 1960-1969"
"nicht zutreffend",,40386,"Briefmarken > Schweiz > Schweiz ab 1945 > 1970-1979"
"nicht zutreffend",,40387,"Briefmarken > Schweiz > Schweiz ab 1945 > 1980-1989"
"nicht zutreffend",,40388,"Briefmarken > Schweiz > Schweiz ab 1945 > 1990-1999"
"nicht zutreffend",,7884,"Briefmarken > Schweiz > Schweiz ab 1945 > ab 2000"
"nicht zutreffend",,40390,"Briefmarken > Schweiz > Flugmarken"
"nicht zutreffend",,40392,"Briefmarken > Schweiz > Internationale Ämter"
"nicht zutreffend",,40393,"Briefmarken > Schweiz > Markenhefte & Zusammendrucke"
"nicht zutreffend",,40394,"Briefmarken > Schweiz > Pro Juventute"
"nicht zutreffend",,40389,"Briefmarken > Schweiz > Pro Patria/Bundesfeier"
"nicht zutreffend",,113942,"Briefmarken > Schweiz > Lots & Sammlungen"
"nicht zutreffend",,32664,"Briefmarken > Schweiz > Sonstige"
"nicht zutreffend",,127414,"Briefmarken > Afrika > Algerien"
"nicht zutreffend",,166766,"Briefmarken > Afrika > Angola"
"nicht zutreffend",,179356,"Briefmarken > Afrika > Äquatorialguinea"
"nicht zutreffend",,166772,"Briefmarken > Afrika > Äthiopien"
"nicht zutreffend",,166767,"Briefmarken > Afrika > Benin"
"nicht zutreffend",,166768,"Briefmarken > Afrika > Botswana"
"nicht zutreffend",,166769,"Briefmarken > Afrika > Burkina Faso"
"nicht zutreffend",,179359,"Briefmarken > Afrika > Burundi"
"nicht zutreffend",,179355,"Briefmarken > Afrika > Dschibuti"
"nicht zutreffend",,127418,"Briefmarken > Afrika > Elfenbeinküste"
"nicht zutreffend",,179357,"Briefmarken > Afrika > Eritrea"
"nicht zutreffend",,127420,"Briefmarken > Afrika > Gabun"
"nicht zutreffend",,179361,"Briefmarken > Afrika > Gambia"
"nicht zutreffend",,179362,"Briefmarken > Afrika > Ghana"
"nicht zutreffend",,127421,"Briefmarken > Afrika > Guinea"
"nicht zutreffend",,179358,"Briefmarken > Afrika > Guinea-Bissau"
"nicht zutreffend",,127443,"Briefmarken > Afrika > Kamerun"
"nicht zutreffend",,179370,"Briefmarken > Afrika > Kap Verde"
"nicht zutreffend",,179363,"Briefmarken > Afrika > Kenia"
"nicht zutreffend",,179360,"Briefmarken > Afrika > Komoren"
"nicht zutreffend",,127417,"Briefmarken > Afrika > Kongo"
"nicht zutreffend",,166774,"Briefmarken > Afrika > Lesotho"
"nicht zutreffend",,166775,"Briefmarken > Afrika > Liberia"
"nicht zutreffend",,166776,"Briefmarken > Afrika > Libyen"
"nicht zutreffend",,127423,"Briefmarken > Afrika > Madagaskar"
"nicht zutreffend",,179371,"Briefmarken > Afrika > Malawi"
"nicht zutreffend",,166777,"Briefmarken > Afrika > Mali"
"nicht zutreffend",,127424,"Briefmarken > Afrika > Marokko"
"nicht zutreffend",,127425,"Briefmarken > Afrika > Mauretanien"
"nicht zutreffend",,127426,"Briefmarken > Afrika > Mosambik"
"nicht zutreffend",,179372,"Briefmarken > Afrika > Namibia"
"nicht zutreffend",,166779,"Briefmarken > Afrika > Niger"
"nicht zutreffend",,179364,"Briefmarken > Afrika > Nigeria"
"nicht zutreffend",,179365,"Briefmarken > Afrika > Ruanda"
"nicht zutreffend",,179374,"Briefmarken > Afrika > Sambia"
"nicht zutreffend",,179366,"Briefmarken > Afrika > São Tomé und Príncipe"
"nicht zutreffend",,166780,"Briefmarken > Afrika > Senegal"
"nicht zutreffend",,179367,"Briefmarken > Afrika > Seychellen"
"nicht zutreffend",,179368,"Briefmarken > Afrika > Sierra Leone"
"nicht zutreffend",,179375,"Briefmarken > Afrika > Simbabwe"
"nicht zutreffend",,162074,"Briefmarken > Afrika > Somalia"
"nicht zutreffend",,127413,"Briefmarken > Afrika > Südafrika"
"nicht zutreffend",,179369,"Briefmarken > Afrika > Swasiland"
"nicht zutreffend",,166782,"Briefmarken > Afrika > Tansania"
"nicht zutreffend",,127431,"Briefmarken > Afrika > Togo"
"nicht zutreffend",,166770,"Briefmarken > Afrika > Tschad"
"nicht zutreffend",,127432,"Briefmarken > Afrika > Tunesien"
"nicht zutreffend",,179373,"Briefmarken > Afrika > Uganda"
"nicht zutreffend",,127428,"Briefmarken > Afrika > Zentralafrikanische Republik"
"nicht zutreffend",,127433,"Briefmarken > Afrika > Lots & Sammlungen"
"nicht zutreffend",,179376,"Briefmarken > Afrika > Sonstige"
"nicht zutreffend",,179328,"Briefmarken > Asien > Armenien"
"nicht zutreffend",,179329,"Briefmarken > Asien > Aserbaidschan"
"nicht zutreffend",,179330,"Briefmarken > Asien > Bangladesch"
"nicht zutreffend",,123786,"Briefmarken > Asien > Bhutan"
"nicht zutreffend",,179331,"Briefmarken > Asien > Birma/Myanmar"
"nicht zutreffend",,68114,"Briefmarken > Asien > China"
"nicht zutreffend",,179332,"Briefmarken > Asien > Georgien"
"nicht zutreffend",,170608,"Briefmarken > Asien > Hongkong (ab 1997)"
"nicht zutreffend",,169978,"Briefmarken > Asien > Indien"
"nicht zutreffend",,123787,"Briefmarken > Asien > Indonesien"
"nicht zutreffend",,127408,"Briefmarken > Asien > Japan"
"nicht zutreffend",,162054,"Briefmarken > Asien > Kambodscha"
"nicht zutreffend",,179333,"Briefmarken > Asien > Kasachstan"
"nicht zutreffend",,179327,"Briefmarken > Asien > Kirgisistan"
"nicht zutreffend",,146901,"Briefmarken > Asien > Korea"
"nicht zutreffend",,127409,"Briefmarken > Asien > Laos"
"nicht zutreffend",,179334,"Briefmarken > Asien > Macao"
"nicht zutreffend",,179335,"Briefmarken > Asien > Malaysia"
"nicht zutreffend",,179336,"Briefmarken > Asien > Malediven"
"nicht zutreffend",,123789,"Briefmarken > Asien > Mongolei"
"nicht zutreffend",,91577,"Briefmarken > Asien > Nepal"
"nicht zutreffend",,179337,"Briefmarken > Asien > Pakistan"
"nicht zutreffend",,91578,"Briefmarken > Asien > Philippinen"
"nicht zutreffend",,179338,"Briefmarken > Asien > Singapur"
"nicht zutreffend",,179339,"Briefmarken > Asien > Sri Lanka"
"nicht zutreffend",,179340,"Briefmarken > Asien > Tadschikistan"
"nicht zutreffend",,91579,"Briefmarken > Asien > Taiwan"
"nicht zutreffend",,47176,"Briefmarken > Asien > Thailand"
"nicht zutreffend",,179341,"Briefmarken > Asien > Timor"
"nicht zutreffend",,179342,"Briefmarken > Asien > Turkmenistan"
"nicht zutreffend",,179343,"Briefmarken > Asien > Usbekistan"
"nicht zutreffend",,91580,"Briefmarken > Asien > Vietnam"
"nicht zutreffend",,127410,"Briefmarken > Asien > Lots & Sammlungen"
"nicht zutreffend",,127411,"Briefmarken > Asien > Sonstige"
"nicht zutreffend",,3468,"Briefmarken > Australien, Ozean. & Antarktis > Australien"
"nicht zutreffend",,179344,"Briefmarken > Australien, Ozean. & Antarktis > Cookinseln"
"nicht zutreffend",,179345,"Briefmarken > Australien, Ozean. & Antarktis > Fidschi"
"nicht zutreffend",,179346,"Briefmarken > Australien, Ozean. & Antarktis > Mikronesien"
"nicht zutreffend",,70089,"Briefmarken > Australien, Ozean. & Antarktis > Neuseeland"
"nicht zutreffend",,179347,"Briefmarken > Australien, Ozean. & Antarktis > Niue"
"nicht zutreffend",,179348,"Briefmarken > Australien, Ozean. & Antarktis > Papua-Neuguinea"
"nicht zutreffend",,179350,"Briefmarken > Australien, Ozean. & Antarktis > Salomonen"
"nicht zutreffend",,179349,"Briefmarken > Australien, Ozean. & Antarktis > Samoa"
"nicht zutreffend",,179351,"Briefmarken > Australien, Ozean. & Antarktis > Tokelau"
"nicht zutreffend",,179352,"Briefmarken > Australien, Ozean. & Antarktis > Tonga"
"nicht zutreffend",,73240,"Briefmarken > Australien, Ozean. & Antarktis > Tuvalu"
"nicht zutreffend",,179353,"Briefmarken > Australien, Ozean. & Antarktis > Vanuatu"
"nicht zutreffend",,179354,"Briefmarken > Australien, Ozean. & Antarktis > Lots & Sammlungen"
"nicht zutreffend",,150924,"Briefmarken > Australien, Ozean. & Antarktis > Sonstige"
"nicht zutreffend",,7903,"Briefmarken > Europa > CEPT/Europa Union & Mitläufer"
"nicht zutreffend",,40395,"Briefmarken > Europa > Aland"
"nicht zutreffend",,47159,"Briefmarken > Europa > Albanien"
"nicht zutreffend",,68004,"Briefmarken > Europa > Andorra"
"nicht zutreffend",,127405,"Briefmarken > Europa > Belarus/Weißrussland"
"nicht zutreffend",,4744,"Briefmarken > Europa > Belgien"
"nicht zutreffend",,35288,"Briefmarken > Europa > Bulgarien"
"nicht zutreffend",,35289,"Briefmarken > Europa > Dänemark"
"nicht zutreffend",,35284,"Briefmarken > Europa > Estland"
"nicht zutreffend",,47170,"Briefmarken > Europa > Finnland"
"nicht zutreffend",,17734,"Briefmarken > Europa > Frankreich & Kolonien"
"nicht zutreffend",,73201,"Briefmarken > Europa > Gibraltar"
"nicht zutreffend",,47163,"Briefmarken > Europa > Griechenland"
"nicht zutreffend",,47164,"Briefmarken > Europa > Grönland"
"nicht zutreffend",,3499,"Briefmarken > Europa > Großbritannien"
"nicht zutreffend",,65174,"Briefmarken > Europa > Großbritannien Kolonien"
"nicht zutreffend",,3490,"Briefmarken > Europa > Irland"
"nicht zutreffend",,47172,"Briefmarken > Europa > Island"
"nicht zutreffend",,12563,"Briefmarken > Europa > Italien & Kolonien"
"nicht zutreffend",,65183,"Briefmarken > Europa > Jugoslawien"
"nicht zutreffend",,179393,"Briefmarken > Europa > Kosovo"
"nicht zutreffend",,91581,"Briefmarken > Europa > Kroatien"
"nicht zutreffend",,35285,"Briefmarken > Europa > Lettland"
"nicht zutreffend",,40411,"Briefmarken > Europa > Liechtenstein"
"nicht zutreffend",,35286,"Briefmarken > Europa > Litauen"
"nicht zutreffend",,47165,"Briefmarken > Europa > Luxemburg"
"nicht zutreffend",,179395,"Briefmarken > Europa > Malta"
"nicht zutreffend",,179394,"Briefmarken > Europa > Mazedonien"
"nicht zutreffend",,179396,"Briefmarken > Europa > Moldawien"
"nicht zutreffend",,7886,"Briefmarken > Europa > Monaco"
"nicht zutreffend",,179397,"Briefmarken > Europa > Montenegro"
"nicht zutreffend",,40413,"Briefmarken > Europa > Niederlande & Kolonien"
"nicht zutreffend",,47167,"Briefmarken > Europa > Norwegen"
"nicht zutreffend",,40417,"Briefmarken > Europa > Polen"
"nicht zutreffend",,40419,"Briefmarken > Europa > Portugal & Kolonien"
"nicht zutreffend",,47169,"Briefmarken > Europa > Rumänien"
"nicht zutreffend",,40422,"Briefmarken > Europa > Russland & Sowjetunion"
"nicht zutreffend",,42829,"Briefmarken > Europa > San Marino"
"nicht zutreffend",,179398,"Briefmarken > Europa > Serbien"
"nicht zutreffend",,47171,"Briefmarken > Europa > Schweden"
"nicht zutreffend",,127399,"Briefmarken > Europa > Slowakei"
"nicht zutreffend",,127400,"Briefmarken > Europa > Slowenien"
"nicht zutreffend",,21035,"Briefmarken > Europa > Spanien & Kolonien"
"nicht zutreffend",,47162,"Briefmarken > Europa > Tschechien & Tschechoslowakei"
"nicht zutreffend",,65182,"Briefmarken > Europa > Türkei"
"nicht zutreffend",,127402,"Briefmarken > Europa > Ukraine"
"nicht zutreffend",,7891,"Briefmarken > Europa > Ungarn"
"nicht zutreffend",,17937,"Briefmarken > Europa > Vatikan"
"nicht zutreffend",,179392,"Briefmarken > Europa > Zypern"
"nicht zutreffend",,18457,"Briefmarken > Europa > Ersttagsbriefe Europa"
"nicht zutreffend",,7907,"Briefmarken > Europa > Ganzsachen Europa"
"nicht zutreffend",,80121,"Briefmarken > Europa > Lots & Sammlungen"
"nicht zutreffend",,699,"Briefmarken > Europa > Sonstige"
"nicht zutreffend",,179378,"Briefmarken > Karibik > Antigua und Barbuda"
"nicht zutreffend",,179379,"Briefmarken > Karibik > Bahamas"
"nicht zutreffend",,179380,"Briefmarken > Karibik > Barbados"
"nicht zutreffend",,128308,"Briefmarken > Karibik > Curaçao"
"nicht zutreffend",,179381,"Briefmarken > Karibik > Dominica"
"nicht zutreffend",,179382,"Briefmarken > Karibik > Dominikanische Republik"
"nicht zutreffend",,179383,"Briefmarken > Karibik > Grenada"
"nicht zutreffend",,145834,"Briefmarken > Karibik > Haiti"
"nicht zutreffend",,179384,"Briefmarken > Karibik > Jamaika"
"nicht zutreffend",,179385,"Briefmarken > Karibik > St. Kitts und Nevis"
"nicht zutreffend",,179386,"Briefmarken > Karibik > St. Lucia"
"nicht zutreffend",,179387,"Briefmarken > Karibik > St. Vincent und die Grenadinen"
"nicht zutreffend",,179388,"Briefmarken > Karibik > Trinidad und Tobago"
"nicht zutreffend",,179389,"Briefmarken > Karibik > Turks- und Caicosinseln"
"nicht zutreffend",,179390,"Briefmarken > Karibik > Lots & Sammlungen"
"nicht zutreffend",,179391,"Briefmarken > Karibik > Sonstige"
"nicht zutreffend",,145822,"Briefmarken > Mittlerer Osten > Afghanistan"
"nicht zutreffend",,127419,"Briefmarken > Mittlerer Osten > Ägypten"
"nicht zutreffend",,123791,"Briefmarken > Mittlerer Osten > Bahrain"
"nicht zutreffend",,123794,"Briefmarken > Mittlerer Osten > Irak"
"nicht zutreffend",,123795,"Briefmarken > Mittlerer Osten > Israel"
"nicht zutreffend",,123804,"Briefmarken > Mittlerer Osten > Jemen"
