Condition ID Values,Definitions for Your Category,Category ID,Category Path
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,166800,"Modellbau > Auto- & Verkehrsmodelle > Teile, Zubehör & Aufbewahrung > Dioramas"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,171134,"Modellbau > Auto- & Verkehrsmodelle > Teile, Zubehör & Aufbewahrung > Ersatzteile"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,180279,"Modellbau > Auto- & Verkehrsmodelle > Teile, Zubehör & Aufbewahrung > Figuren"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,171137,"Modellbau > Auto- & Verkehrsmodelle > Teile, Zubehör & Aufbewahrung > Gebäude & Teile"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,2500,"Modellbau > Auto- & Verkehrsmodelle > Teile, Zubehör & Aufbewahrung > Strecken"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,171135,"Modellbau > Auto- & Verkehrsmodelle > Teile, Zubehör & Aufbewahrung > Vitrinen & Aufbewahrung"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,7315,"Modellbau > Auto- & Verkehrsmodelle > Teile, Zubehör & Aufbewahrung > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81148,"Modellbau > Modellbausätze > Holzmodellbau > Fahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81149,"Modellbau > Modellbausätze > Holzmodellbau > Flugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81150,"Modellbau > Modellbausätze > Holzmodellbau > Gebäude"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9145,"Modellbau > Modellbausätze > Holzmodellbau > Schiffe"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81151,"Modellbau > Modellbausätze > Holzmodellbau > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81153,"Modellbau > Modellbausätze > Papiermodelle > Fahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81154,"Modellbau > Modellbausätze > Papiermodelle > Flugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81155,"Modellbau > Modellbausätze > Papiermodelle > Gebäude"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,45985,"Modellbau > Modellbausätze > Papiermodelle > Schiffe"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,81156,"Modellbau > Modellbausätze > Papiermodelle > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9142,"Modellbau > Modellbausätze > Plastikmodelle > Autos"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,15512,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:48 > Düsenflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99915,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:48 > Hubschrauber"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99938,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:48 > Propellerflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,15513,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:72 > Düsenflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99917,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:72 > Hubschrauber"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99939,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:72 > Propellerflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,15511,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:32 > Düsenflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99913,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:32 > Hubschrauber"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99937,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:32 > Propellerflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,31112,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:100 > Düsenflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99919,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:100 > Hubschrauber"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99940,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:100 > Propellerflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,31113,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:144 > Düsenflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99921,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:144 > Hubschrauber"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,99941,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Maßstab 1:144 > Propellerflugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9144,"Modellbau > Modellbausätze > Plastikmodelle > Flugzeuge > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,13298,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:25 & größer"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,87321,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:35 > Fahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,87322,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:35 > Figuren"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,87323,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:35 > Geschütze"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,87324,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:35 > Kettenfahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,13300,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:35 > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,13301,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:48"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,114302,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:72 > Fahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,114303,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:72 > Figuren"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,114304,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:72 > Geschütze"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,114305,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:72 > Kettenfahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,13302,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Maßstab 1:72 > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,13303,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Bücher und Zeitschriften"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9147,"Modellbau > Modellbausätze > Plastikmodelle > Militär > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,12214,"Modellbau > Modellbausätze > Plastikmodelle > Motorrad"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9149,"Modellbau > Modellbausätze > Plastikmodelle > Raumfahrt"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,100018,"Modellbau > Modellbausätze > Plastikmodelle > Schiffe > Zivil"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9150,"Modellbau > Modellbausätze > Plastikmodelle > Schiffe > Militär"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,100019,"Modellbau > Modellbausätze > Plastikmodelle > Schiffe > Segelschiffe"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,100020,"Modellbau > Modellbausätze > Plastikmodelle > Schiffe > U-Boote"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9151,"Modellbau > Modellbausätze > Plastikmodelle > Science-Fiction & Fantasy"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,13304,"Modellbau > Modellbausätze > Plastikmodelle > Trucks & Lkws"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,9152,"Modellbau > Modellbausätze > Sonstige"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,182183,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > Autos & Motorräder"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,182182,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > Flugzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,123847,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > Hubschrauber"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,45986,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > Kettenfahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,182184,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > LKW & Industriefahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,182185,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > Quadrocopter & Multicopter"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,87480,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > Schiffe & Wasserfahrzeuge"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,182186,"Modellbau > RC-Modellbau > RC Modelle & Bausätze > Sonstige RC Modelle & Bausätze"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,183469,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Akkuhalterungen & -deckel"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,40700,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Akkus"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,182176,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Antennen"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,182177,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Beleuchtung & Lämpchen"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,74312,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > ESCs/Fahrten- & Flugregler"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,183470,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Flight Recorder & Telemetrie"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,27652,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Flugsteuerungen & Gyroskope"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,56605,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Ladegeräte"
"1000 = Neu | 1500 = Neu: Sonstige (siehe Artikelbeschreibung) | 2000 = Vom Hersteller generalüberholt | 2500 = Vom Verkäufer generalüberholt | 3000 = Gebraucht | 7000 = Als Ersatzteil / defekt",http://pages.ebay.de/help/sell/contextual/condition_1.html,183471,"Modellbau > RC-Modellbau > RC Modellbau Teile & Zubehör > Fernsteuerung & Elektronik > Platinen & Module"
