Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
7-teiliges-rpg-wurfelset-metall-egypt-osiris,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptOsiris37.95EAN_0647056176770_3.jpg?v=1702828055,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-egypt-osiris,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptOsiris37.95EAN_0647056176770_1.jpg?v=1702828055,3,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-egypt-osiris,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptOsiris37.95EAN_0647056176770.jpg?v=1702828055,4,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-egypt-ra,7-teiliges RPG Würfelset Metall: Egypt Ra,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Gold &amp; Rot<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe: </strong>Gold<strong data-mce-fragment=""1""><br></strong></p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",false,Title,Default Title,,,,,,,,,90.0,shopify,0,deny,manual,37.95,,true,true,'0647056176787,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptRa37.95EAN_0647056176787.jpg?v=1702827719,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,draft
7-teiliges-rpg-wurfelset-metall-egypt-ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptRa37.95EAN_0647056176787_1.jpg?v=1702827719,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-egypt-ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptRa37.95EAN_0647056176787_2.jpg?v=1702827719,3,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-egypt-resheph,7-teiliges RPG Würfelset Metall: Egypt Resheph,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Silber Rot<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe: </strong>﻿Silber<strong data-mce-fragment=""1""><br></strong></p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",false,Title,Default Title,,,,,,,,,90.0,shopify,2,deny,manual,37.95,,true,true,'0647056176800,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptResheph37.95EAN_0647056176800_1.jpg?v=1702827257,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,draft
7-teiliges-rpg-wurfelset-metall-egypt-resheph,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptResheph37.95EAN_0647056176800.jpg?v=1702827257,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-egypt-resheph,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EgyptResheph37.95EAN_0647056176800_2.jpg?v=1702827255,3,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-embossed-dark-rainbow,7-teiliges RPG Würfelset Metall: Embossed Dark Rainbow,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe: </strong>﻿Dunkel <span data-mce-fragment=""1"">Regenbogenfarben</span> <br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe: </strong><span data-mce-fragment=""1"">Regenbogenfarben</span></p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",false,Title,Default Title,,,,,,,,,105.0,shopify,0,deny,manual,24.95,,true,true,'0647056178163,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EmbossedDarkRainbow24.95EAN_0647056178163_1.jpg?v=1702682438,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,draft
7-teiliges-rpg-wurfelset-metall-embossed-dark-rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EmbossedDarkRainbow24.95EAN_0647056178163_2.jpg?v=1702682438,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-embossed-dark-rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_EmbossedDarkRainbow24.95EAN_0647056178163.jpg?v=1702682438,3,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-dunkelblau,Würfelschale Katze Dunkelblau,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Dunkelblau<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> 1</span> Würfelschale</p>
<p data-mce-fragment=""1""><strong>﻿Material: </strong>PU-Material</p>
<p data-mce-fragment=""1""><strong>Ideal zum Transportieren durch die Faltoption! (Druckknopf)</strong></p>",dice4friends,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obi Accessories,Würfelschale,"Accessoires, brettspiel, Brettspiele, dice, Legespiel, Leise Würfel, Mensch Ärger Dich Nicht, rollenspiel, rollenspiel brettspiel, rollenspiele games, Vier Gewinnt, warhammer40k, Würfel, Würfelschale, Würfelschalen, würfelset, Zubehör für Würfel",false,Title,Default Title,,,,,,,,,50.0,shopify,2,deny,manual,6.95,,true,true,'0647056178088,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeDunkelblau6.95EAN_0647056178088_1.jpg?v=1702681908,1,"",false,,"Würfelbecher aus PU-Material in vielen verschiedenen Farben und Variationen. Ideal für Kniffel, Vier Gewinnt und viele weitere tolle Brett- und Würfelspiele. Bei uns wird jeder Fan für Würfel und Zubehör fündig. ",,,,,,,,,,,,,,g,,,draft
wurfelschale-katze-dunkelblau,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeDunkelblau6.95EAN_0647056178088_2.jpg?v=1702681908,2,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-dunkelblau,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeDunkelblau6.95EAN_0647056178088.jpg?v=1702681908,3,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-dunkelblau,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Wuerfelschalen_dientzurAnsicht_alsvorvorletztesBild_746b70c8-b5d2-4ba6-b499-6ec0ad5e2c7d.jpg?v=1702681905,4,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-mint,Würfelschale Katze Mint,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Mint<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> 1</span> Würfelschale</p>
<p data-mce-fragment=""1""><strong>﻿Material: </strong>PU-Material</p>
<p data-mce-fragment=""1""><strong>Ideal zum Transportieren durch die Faltoption! (Druckknopf)</strong></p>",dice4friends,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obi Accessories,Würfelschale,"Accessoires, brettspiel, Brettspiele, dice, Legespiel, Leise Würfel, Mensch Ärger Dich Nicht, rollenspiel, rollenspiel brettspiel, rollenspiele games, Vier Gewinnt, warhammer40k, Würfel, Würfelschale, Würfelschalen, würfelset, Zubehör für Würfel",false,Title,Default Title,,,,,,,,,50.0,shopify,1,deny,manual,6.95,,true,true,'0647056178064,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeMint6.95EAN_0647056178064_2.jpg?v=1702681704,1,"",false,,"Würfelbecher aus PU-Material in vielen verschiedenen Farben und Variationen. Ideal für Kniffel, Vier Gewinnt und viele weitere tolle Brett- und Würfelspiele. Bei uns wird jeder Fan für Würfel und Zubehör fündig. ",,,,,,,,,,,,,,g,,,draft
wurfelschale-katze-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeMint6.95EAN_0647056178064.jpg?v=1702681704,2,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeMint6.95EAN_0647056178064_1.jpg?v=1702681704,3,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Wuerfelschalen_dientzurAnsicht_alsvorvorletztesBild_d1144502-8d05-48e8-9dce-d5b6fbf0589b.jpg?v=1702681699,4,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-olive,Würfelschale Katze Olive,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Olive<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> 1</span> Würfelschale</p>
<p data-mce-fragment=""1""><strong>﻿Material: </strong>PU-Material</p>
<p data-mce-fragment=""1""><strong>Ideal zum Transportieren durch die Faltoption! (Druckknopf)</strong></p>",dice4friends,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obi Accessories,Würfelschale,"Accessoires, brettspiel, Brettspiele, dice, Legespiel, Leise Würfel, Mensch Ärger Dich Nicht, rollenspiel, rollenspiel brettspiel, rollenspiele games, Vier Gewinnt, warhammer40k, Würfel, Würfelschale, Würfelschalen, würfelset, Zubehör für Würfel",false,Title,Default Title,,,,,,,,,50.0,shopify,0,deny,manual,6.95,,true,true,'0647056178057,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeOlive6.95EAN_0647056178057_2.jpg?v=1702680814,1,"",false,,"Würfelbecher aus PU-Material in vielen verschiedenen Farben und Variationen. Ideal für Kniffel, Vier Gewinnt und viele weitere tolle Brett- und Würfelspiele. Bei uns wird jeder Fan für Würfel und Zubehör fündig. ",,,,,,,,,,,,,,g,,,draft
wurfelschale-katze-olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeOlive6.95EAN_0647056178057_1.jpg?v=1702680814,2,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeOlive6.95EAN_0647056178057.jpg?v=1702680814,3,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Wuerfelschalen_dientzurAnsicht_alsvorvorletztesBild_641d1e55-51f8-40aa-a900-fdfe1855d811.jpg?v=1702680810,4,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-orange,Würfelschale Katze Orange,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Orange<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> 1</span> Würfelschale</p>
<p data-mce-fragment=""1""><strong>Material: </strong>PU-Material</p>
<p data-mce-fragment=""1""><strong>Ideal zum Transportieren durch die Faltoption! (Druckknopf)</strong></p>",dice4friends,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obi Accessories,Würfelschale,"Accessoires, brettspiel, Brettspiele, dice, Legespiel, Leise Würfel, Mensch Ärger Dich Nicht, rollenspiel, rollenspiel brettspiel, rollenspiele games, Vier Gewinnt, warhammer40k, Würfel, Würfelschale, Würfelschalen, würfelset, Zubehör für Würfel",false,Title,Default Title,,,,,,,,,50.0,shopify,2,deny,manual,6.95,,true,true,'0647056178040,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeOrange6.95EAN_0647056178040.jpg?v=1702680501,1,"",false,,"Würfelbecher aus PU-Material in vielen verschiedenen Farben und Variationen. Ideal für Kniffel, Vier Gewinnt und viele weitere tolle Brett- und Würfelspiele. Bei uns wird jeder Fan für Würfel und Zubehör fündig. ",,,,,,,,,,,,,,g,,,draft
wurfelschale-katze-orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeOrange6.95EAN_0647056178040_1.jpg?v=1702680501,2,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeOrange6.95EAN_0647056178040_2.jpg?v=1702680501,3,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Wuerfelschalen_dientzurAnsicht_alsvorvorletztesBild_3dee0a84-0de2-4ce1-8ba8-93b715ae5371.jpg?v=1702680501,4,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-rot,Würfelschale Katze Rot,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Rot<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> 1</span> Würfelschale</p>
<p data-mce-fragment=""1""><strong>﻿Material: </strong>PU-Material</p>
<p data-mce-fragment=""1""><strong>Ideal zum Transportieren durch die Faltoption! (Druckknopf)</strong></p>",dice4friends,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obi Accessories,Würfelschale,"Accessoires, brettspiel, Brettspiele, dice, Legespiel, Leise Würfel, Mensch Ärger Dich Nicht, rollenspiel, rollenspiel brettspiel, rollenspiele games, Vier Gewinnt, warhammer40k, Würfel, Würfelschale, Würfelschalen, würfelset, Zubehör für Würfel",false,Title,Default Title,,,,,,,,,50.0,shopify,0,deny,manual,6.95,,true,true,0647056178033.,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeRot6.95EAN_0647056178033_1.jpg?v=1702680008,1,"",false,,"Würfelbecher aus PU-Material in vielen verschiedenen Farben und Variationen. Ideal für Kniffel, Vier Gewinnt und viele weitere tolle Brett- und Würfelspiele. Bei uns wird jeder Fan für Würfel und Zubehör fündig. ",,,,,,,,,,,,,,g,,,draft
wurfelschale-katze-rot,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeRot6.95EAN_0647056178033_2.jpg?v=1702680008,2,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-rot,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeRot6.95EAN_0647056178033.jpg?v=1702680008,3,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-rot,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Wuerfelschalen_dientzurAnsicht_alsvorvorletztesBild_41c64084-2cf6-4941-b6ca-d0c21770ee88.jpg?v=1702680034,4,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-silber,Würfelschale Katze Silber,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Silber<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> 1</span> Würfelschale</p>
<p data-mce-fragment=""1""><strong>﻿Material: </strong>PU-Material</p>
<p data-mce-fragment=""1""><strong>Ideal zum Transportieren durch die Faltoption! (Druckknopf)</strong></p>",dice4friends,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obi Accessories,Würfelschale,"Accessoires, brettspiel, Brettspiele, dice, Legespiel, Leise Würfel, Mensch Ärger Dich Nicht, rollenspiel, rollenspiel brettspiel, rollenspiele games, Vier Gewinnt, warhammer40k, Würfel, Würfelschale, Würfelschalen, würfelset, Zubehör für Würfel",false,Title,Default Title,,,,,,,,,50.0,shopify,2,deny,manual,6.95,,true,true,'0647056178071,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeSilber6.95EAN_0647056178071.jpg?v=1702473541,1,"",false,,"Würfelbecher aus PU-Material in vielen verschiedenen Farben und Variationen. Ideal für Kniffel, Vier Gewinnt und viele weitere tolle Brett- und Würfelspiele. Bei uns wird jeder Fan für Würfel und Zubehör fündig. ",,,,,,,,,,,,,,g,,,draft
wurfelschale-katze-silber,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeSilber6.95EAN_0647056178071_1.jpg?v=1702473541,2,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-silber,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/WuerfelschaleKatzeSilber6.95EAN_0647056178071_2.jpg?v=1702473540,3,"",,,,,,,,,,,,,,,,,,,,
wurfelschale-katze-silber,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Wuerfelschalen_dientzurAnsicht_alsvorvorletztesBild.jpg?v=1702475041,4,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-clover-green,7-teiliges RPG Würfelset Metall: Clover Green,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Grün<br></p>
<p data-mce-fragment=""1""><strong>Beschreibung: </strong>Kleeblattform</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe: </strong>Grün</p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, sale, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",false,Title,Default Title,,,,,,,,DIC17721,180.0,shopify,2,deny,manual,19.95,29.95,true,true,'0647056177210,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/P1250700.jpg?v=1701866139,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,draft
7-teiliges-rpg-wurfelset-metall-clover-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/P1250704.jpg?v=1701866139,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-clover-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/P1250709.jpg?v=1701866139,3,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-clover-aquamarin,7-teiliges RPG Würfelset Metall: Clover Aquamarin,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Aquamarin Gold<br></p>
<p data-mce-fragment=""1""><strong>Beschreibung: </strong>﻿Kleeblattform</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe:</strong> Gold</p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, sale, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",false,Title,Default Title,,,,,,,,,180.0,shopify,0,deny,manual,19.95,29.95,true,true,'0647056177241,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_CloverAquamarineGold29.95EAN_0647056177241_1.jpg?v=1702831047,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,draft
7-teiliges-rpg-wurfelset-metall-clover-aquamarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_CloverAquamarineGold29.95EAN_0647056177241.jpg?v=1702831047,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-clover-aquamarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/Metall_CloverAquamarineGold29.95EAN_0647056177241_2.jpg?v=1702831046,3,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-mehrfarbig-sparkling-dark-blood,7-teiliges RPG Würfelset Mehrfarbig: Sparkling Dark Blood,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Schwarz mit roten Blutspritzern<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe:</strong><span data-mce-fragment=""1""> Gold<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Hinweis:</strong> Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, mehrfarbig, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, RPG-Set, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",true,Title,Default Title,,,,,,,,,40.0,shopify,8,deny,manual,6.95,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/P1230741_2.jpg?v=1701864564,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,active
