Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
7-teiliges-rpg-wurfelset-metall-amulet-dragon-1,7-teiliges RPG Würfelset Metall: Amulet Dragon,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Bronze</p>
<p data-mce-fragment=""1""><strong>Beschreibung:</strong> Amulett im Taschenuhr-Stil mit Mini Metall-Würfelset</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe: </strong>Bronze</p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, sale, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",false,Title,Default Title,,,,,,,,DIC18056,170.0,shopify,2,deny,manual,24.95,,true,true,'0647056180562,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_4a02a9bd-6c16-4920-8c8d-07defadb7a54.png?v=1750267918,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,draft
7-teiliges-rpg-wurfelset-metall-amulet-dragon-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_46976c9b-9d7d-4296-8328-bcab5b25c99f.png?v=1750267917,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-amulet-cthulhu,7-teiliges RPG Würfelset Metall: Amulet Cthulhu,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Bronze</p>
<p data-mce-fragment=""1""><strong>Beschreibung:</strong> Amulett im Taschenuhr-Stil mit Mini Metall-Würfelset</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe: </strong>Bronze</p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, sale, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",true,Title,Default Title,,,,,,,,DIC18058,170.0,shopify,2,deny,manual,24.95,,true,true,'0647056180586,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_31fd26f7-a857-4a4c-9d42-238480281620.png?v=1750267918,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,active
7-teiliges-rpg-wurfelset-metall-amulet-cthulhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_c3735e7b-b8d9-4237-9ecf-f915d39c617a.png?v=1750267918,2,"",,,,,,,,,,,,,,,,,,,,
7-teiliges-rpg-wurfelset-metall-amulet-gear,7-teiliges RPG Würfelset Metall: Amulet Gear,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Bronze</p>
<p data-mce-fragment=""1""><strong>Beschreibung:</strong> Amulett im Taschenuhr-Stil mit Mini Metall-Würfelset</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ziffernfarbe: </strong>Bronze</p>
<p data-mce-fragment=""1""><strong>Lieferumfang:</strong><span data-mce-fragment=""1""> </span>7 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"7 würfel, brettspiel, d&d, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy, fantasy rollenspiel, metall, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg metall, rpg spiele, rpg würfel, RPG-Set, sale, spielwürfel, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset 7, würfelset d&d, würfelset rollenspiele, würfelset warhammer",false,Title,Default Title,,,,,,,,DIC18057,170.0,shopify,2,deny,manual,24.95,,true,true,'0647056180579,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250429_142000.png?v=1750265560,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,g,,,draft
7-teiliges-rpg-wurfelset-metall-amulet-gear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/MetallAmuletGearDice.png?v=1750265560,2,"",,,,,,,,,,,,,,,,,,,,
dorfromantik-fachhandels-exklusiv,Dorfromantik *Fachhandels-exklusiv*,"<h4 class=""product--title"">Dorfromantik *Fachhandels-exklusiv* inkl. Mini-Erweiterungen Mühle+Wetterau</h4>
<p>Plätschernde Flüsse, rauschende Wälder, sich im Wind wiegende Weizenfelder und hier und da ein schnuckeliges, kleines Örtchen – das ist <i>Dorfromantik</i>! Das Videospiel des kleinen Entwicklerstudios Toukana Interactive begeistert seit dem Early Access im März 2021 die Gaming Community und heimste schon allerlei namhafte Preise ein. Nun verwandeln Michael Palm und Lukas Zach das populäre Aufbaustrategie- und Puzzlespiel in ein Familienspiel für Groß und Klein mit <b>Dorfromantik – Das Brettspiel</b>.<br><br>In <b>Dorfromantik – Das Brettspiel</b> legen bis zu sechs Spielende gemeinsam sechseckige Plättchen zu einer wunderschönen Landschaft zusammen und versuchen dabei, die Aufträge der Bevölkerung zu er-füllen, zugleich ein möglichst langes Gleis und einen möglichst langen Fluss zu legen, aber auch die Fahnen zu berücksichtigen, die in abgeschlossenen Arealen für Punkte sorgen. Je besser dies den Spielenden gelingt, umso mehr Punkte können sie am Schluss erreichen. Im Verlauf der wiederspielbaren Kampagne können mit den erzielten Punkten neue Plättchen freigespielt werden, die sich in zunächst verschlossenen Schachteln verbergen. Diese stellen den Spielenden neue, zusätzliche Aufgaben und ermöglichen es, den Highscore immer weiter nach oben zu schrauben.<br><br>Die <b>Dorfromantik – Das Brettspiel</b> Fachhandelsausgabe enthält neben dem Grundspiel auch die Mini-Erweiterungen <i>Die große Mühle</i> sowie die <i>Wetterau</i> Mini-Erweiterung.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1500.0,shopify,3,deny,manual,39.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_1704537b-8c25-4449-b864-ab81b220ca92.png?v=1746471017,1,"",false,,,,,,,,,,,,,,,,g,,,active
dorfromantik-fachhandels-exklusiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_32b83219-b1a6-4b7a-b7b4-5307fd041b1d.png?v=1746471018,2,"",,,,,,,,,,,,,,,,,,,,
dorfromantik-fachhandels-exklusiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_303dac3d-539b-41c4-ae9c-9d9920f8d260.png?v=1746471017,3,"",,,,,,,,,,,,,,,,,,,,
hitster-guilty-pleasures,Hitster – Guilty Pleasures,"<p>Die Party geht weiter – mit „HITSTER – Guilty Pleasures“! Das lustigste Partyspiel präsentiert sich hier in einer neuen Variante: Es geht um die gewagtesten Hits der vergangenen Jahrzehnte. Stellt schamlos eure Zeitleiste zusammen. Denn mal ehrlich: Jeder kann diese skandalösen Songs insgeheim mitsingen, oder?<br>Einfache Regeln – und man muss kein Musikexperte sein! Ratet einfach, ob ein bestimmter Titel vor oder nach einem anderen Hit herauskam. (Der typische Klang eines Jahrzehnts gibt da bereits einen Hinweis.)<br>300 der größten Hits sorgen sofort bei allen für Party-Stimmung – garantiert!<br>3 verschiedene Schwierigkeitsstufen für lang anhaltenden Spielspaß</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,700.0,shopify,2,deny,manual,26.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/8721017600336_web.jpg?v=1746470485,1,"",false,,,,,,,,,,,,,,,,g,,,active
hitster-guilty-pleasures,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/8721017600336_02_web.jpg?v=1746470485,2,"",,,,,,,,,,,,,,,,,,,,
hitster-guilty-pleasures,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/8721017600336_03_web.jpg?v=1746470485,3,"",,,,,,,,,,,,,,,,,,,,
hitster,Hitster,"<p>Dieses Musik-Kartenspiel des Jahrhunderts sorgt sofort für Party-Stimmung! Reist mit 300 Hits aus den letzten 100 Jahren zurück in eure Erinnerung. Der DJ scannt mit der kostenlosen App eine Musikkarte, und dann raten die Spieler reihum, wann der Song von wem veröffentlicht wurde und wie er heißt. Wer als Erster zehn Lieder in seinem Zeitstrahl hat, gewinnt dieses Partyspiel mit digitaler Unterstützung.<br>Bei diesem Spiel mit einfachen Regeln muss man kein Musik-Experte sein, sondern rät im Zweifelsfall, ob ein Song vor oder nach einem anderen veröffentlicht wurde. (Auch der typische Klang eines Jahrzehnts liefert dabei einen Hinweis.)<br>300 der größten Hits sorgen sofort für Party-Stimmung … garantiert!<br>3 verschiedene Schwierigkeitsstufen für lang anhaltenden Spielspaß<br>Die kostenfreie App beginnt automatisch, die Songs im weltweit meistgenutzten Streaming-Dienst Spotify abzuspielen. Es kann auch mit einem beliebigen anderen Musik-Streaming-Dienst gespielt werden</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,700.0,shopify,3,deny,manual,26.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/8710126198872_web.jpg?v=1746470433,1,"",false,,,,,,,,,,,,,,,,g,,,active
hitster,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/8710126198872_02_web.jpg?v=1746470433,2,"",,,,,,,,,,,,,,,,,,,,
hitster,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/8710126198872_03_web.jpg?v=1746470433,3,"",,,,,,,,,,,,,,,,,,,,
hitster-bingo,Hitster – BINGO,"<p>Macht euch bereit, die Discokugel zu drehen und zu den Beats in „Hitster Bingo“ zu tanzen! Mithilfe der Discokugel wird die Kategorie ermittelt, dann scannt ihr die Karte und lasst die Musik spielen. Erratet das Jahrzehnt, erkennt die Sänger oder Bands, legt euch auf das exakte Jahr fest beziehungsweise gebt an, ob der Song vor oder nach den 2000er-Jahren rausgekommen ist. Wer als Erster eine Reihe oder Spalte mit den vier verschiedenen Kategorien vervollständigt, wird zum „Hitster Bingo“-Champion gekrönt!<br>Taucht in die Songs verschiedener Jahrzehnte ein und testet euer Musikwissen!<br>225 Top-Hits ermöglichen eine Zeitreise und stellen eine Herausforderung für das Wissen der Spieler dar.<br>Kompatibel mit allen „Hitster“-Versionen! Als eigenständiges Spiel oder in Kombination mit anderen „Hitster“-Varianten spielbar!</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1100.0,shopify,5,deny,manual,36.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_0894a70f-730e-4798-8693-803b2b9364bd.png?v=1747144283,1,"",false,,,,,,,,,,,,,,,,g,,,active
hitster-bingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/rn-image_picker_lib_temp_d1a03462-1552-44c7-a940-283c7edcdd95.png?v=1747144268,2,"",,,,,,,,,,,,,,,,,,,,
bam-das-unanstandig-gute-wortspiel,BAM! - Das unanständig gute Wortspiel,"<div class=""product--description"">
<p><b>BAM! </b>ist das unanständig geniale Partyspiel, das garantiert für jede Menge Spielspaß sorgt! Hier gleicht keine Runde der anderen! In diesem einfach witzigen Partyspiel besteht die Aufgabe der Spielenden darin, die Lückentexte mit Begriffen zu füllen und mit dem Ergebnis zunächst den <b>BAM!</b>-Master und dann die Mitspielenden zu begeistern.<br><br>Wenn die Frage ""Deutschland sucht <b>BAM!</b>"" lautet, sind die auf fast 400 Karten verfügbaren Begriffe durchaus hilfreich. <b>BAM!</b> muss es dann bei den Mitspielenden machen, wenn man eine seiner Antwortkarten ausspielt. Ob ein ""Knackiger Skilehrer"" passend oder unpassend ist und was Deutschland sucht, das entscheidet hier ganz undemokratisch der <b>BAM!</b>-Master alleine. Bei <b>BAM!</b> ist erfolgreich, wer seine Freund*innen zu Begeisterungsstürmen, Freudentränen und La-Ola Wellen bewegen kann! Aber aufgepasst, die Mitspielenden sind immer als nächste als <b>BAM!</b>-Master an der Reihe. <br><br><b>WARNHINWEIS: Dieses Spiel kann durch die zusammengesetzten Sätze nicht nur unanständig gute sondern auch gewagte Wortspiele bilden.</b></p>
</div>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1100.0,shopify,1,deny,manual,27.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_155511.png?v=1747144638,1,"",false,,,,,,,,,,,,,,,,g,,,active
bam-das-unanstandig-gute-wortspiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_155621.png?v=1747144638,2,"",,,,,,,,,,,,,,,,,,,,
bam-das-unanstandig-gute-wortspiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_155544.png?v=1747144638,3,"",,,,,,,,,,,,,,,,,,,,
namiji,Namiji,"<p>In <b>Namiji</b>, dem unabhängigen Nachfolger von <i>Tokaido</i>, schlüpfen die Spielenden in die Rollen von Personen im alten Japan, die ihren Lebensunterhalt mit dem Fischen im südlichen japanischen Archipel verdienen. Ihr Ziel ist es, eine möglichst ertrag- und zugleich möglichst erlebnisreiche Reise entlang der japanischen Küste zu erleben. Thematisch passend spielen neben prächtigen Meerestieren und farbenfrohen Fischen dabei auch mystische Elemente eine Rolle, zum Beispiel Opfergaben aus Papier, um die Meeresgeister zu besänftigen.<br><br>Bei <b>Namiji</b> gibt es keine feste Reihenfolge der Spielenden. Am Zug ist die Person, deren Boot auf der Seeroute am weitesten hinten liegt. Dabei darf auf jedem Feld nur ein Boot stehen und rückwärts ziehen ist nicht erlaubt. Die Felder stellen Stationen der Reise dar, die unterschiedliche Soforteffekte auslösen. So können hier Fische und Krustentiere geangelt, aber auch Opfer dargebracht oder spektakuläre Panoramen entdeckt werden. Die Hafenstationen bieten dagegen Zeit für eine wohltuende Rast bevor die Reise weitergeht.<br><br>Die Reise ins Zen-Universum von <b>Namiji</b> dauert etwa eine Stunde, in der die Spielenden dank 60 thematisch illustrierter Panoramakarten direkt nach Japan versetzt werden.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,500.0,shopify,1,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_155828.png?v=1747144829,1,"",false,,,,,,,,,,,,,,,,g,,,active
namiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_155857.png?v=1747144828,2,"",,,,,,,,,,,,,,,,,,,,
namiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_155931.png?v=1747144830,3,"",,,,,,,,,,,,,,,,,,,,
living-forest-duell,Living Forest Duell,"<p>In dem eigenständigen <b>Living Forest Duell</b> schlüpfen zwei Spielende in die Rollen der Naturgeister Sommer und Winter und treten in einen Wettstreit. In ihrem Zug führen sie immer eine von zwei Optionen aus: das oberste Tier vom gemeinsamen Nachziehstapel aufdecken oder einen eigenen Aktionsmarker einsetzen, um eine Aktion auszuführen und so die Elemente auf den Tierkarten zu aktivieren. Dabei können die Spielenden sowohl die Karten ihrer persönlichen Tier-Reihe als auch die der gemeinsamen Tier-Reihe aktivieren. Im Laufe ihres Zugs können sie dann weitere Tiere aus der gemeinsamen Nachschubreihe anlocken, Brände löschen, Bäume pflanzen oder Onibi in Richtung des gegnerischen Geistes verschieben. <br><br>Im Laufe des Spiels entspinnt sich so ein taktisches Tauziehen um das Erreichen der vier Siegbedingungen und die Vorherrschaft im mystischen Wald. Dabei greift <b>Living Forest Duell</b> die bekannten Spielmechanismen des Kennerspiels des Jahres 2022 auf, modifiziert diese aber für das Spiel mit zwei Personen und ergänzt neue Komponenten und Spielelemente.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,500.0,shopify,2,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_160337.png?v=1747145160,1,"",false,,,,,,,,,,,,,,,,g,,,active
living-forest-duell,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_160400.png?v=1747145159,2,"",,,,,,,,,,,,,,,,,,,,
living-forest-duell,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_160427.png?v=1747145160,3,"",,,,,,,,,,,,,,,,,,,,
voll-auf-die-18-das-kanguru-kartenspiel,Voll auf die 18 – Das Känguru-Kartenspiel,"<p>Marc-Uwe Kling ist Autor der absurd erfolgreichen Känguru-Tetralogie. Seinen großen Durchbruch hatte er mit Geschichten rund um ein kommunistisches Känguru, das mit dem Kleinkünstler Marc-Uwe zusammenlebt und dessen Leben gewaltig auf den Kopf stellt. Passend zum zweiten <i>Känguru</i>-Film erscheint mit <b>Voll auf die 18</b> ein komisches, kooperatives und kaotisches Känguru-Kartenspiel mit Würfeln, das zudem auch noch 100 gute Argumente gegen Nazis bietet.<br><br>Zwei bis fünf Spielende ab zehn Jahren schlüpfen in die Rollen von Känguru, Kleinkünstler*innen oder anderen Mitgliedern des „Asozialen Netzwerks“. Gemeinsam möchten sie Nazis überzeugen, um die Welt ein Stück besser zu machen. Jeder Nazi hat einen individuellen IQ. Die Spielenden müssen Karten mit Argumenten (und Zahlen von 1 bis 6) ausspielen, deren Summe genau dem IQ des jeweiligen Nazis entspricht. Es kann sowohl alleine als auch gemeinsam „argumentiert“ werden. Manche Nazis haben ein Faible für bestimmte Dinge (zum Beispiel Kartenfarben) und bringen weitere Vorgaben ins Spiel. Zudem hat jeder Charakter eigene Ausspielregeln, die eingehalten werden müssen. Das Spiel wird von einer App begleitet, die 18 immer schwerer werdende Level bereithält und gleichzeitig als Timer fungiert, denn in regelmäßigen Abständen tauchen neue Nazis auf. Die Gruppe verliert, wenn sie von Nazis umzingelt wurde. Konnten hingegen alle Nazis innerhalb der Zeit überzeugt werden, gewinnen die Spielenden zusammen.<br><br>Voll auf die 18 ist ein Herzensprojekt: Der Gewinn aus dem Verkauf des Spiels wird von allen an dem Projekt Beteiligten an Organisationen gespendet, die sich gegen Rassismus engagieren: Opferperspektive e.V., Mobile Beratung gegen Rechtsextremismus Berlin und die Amadeu Antonio Stiftung.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,400.0,shopify,4,deny,manual,10.95,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_160726.png?v=1747145453,1,"",false,,,,,,,,,,,,,,,,g,,,active
voll-auf-die-18-das-kanguru-kartenspiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_160825.png?v=1747145452,2,"",,,,,,,,,,,,,,,,,,,,
voll-auf-die-18-das-kanguru-kartenspiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_160858.png?v=1747145454,3,"",,,,,,,,,,,,,,,,,,,,
detective-erste-falle,Detective – Erste Fälle,"<p><b>Detective - Erste Fälle</b> ist ein vollständig kooperatives, alle Sinne umfassendes Krimi-Brettspiel, bei dem 1 bis 5 Personen in die Rolle von Ermittelnden schlüpfen, die versuchen, ein Verbrechen aufzuklären. Jeder der drei eigenständigen Fälle, die in jeweils etwa 90 Minuten gespielt werden können, fordert die Spielenden mit unterschiedlichen Settings heraus.<br><br><b>Detective - Erste Fälle</b> ist die einstiegsfreundliche, familiengerechte Variante des preisgekrönten <i>Detective</i>. Drei neue Fälle machen das Spiel jedoch auch für Spielende interessant, die bereits <i>Detective</i> gespielt haben. Die Spielenden übernehmen erneut den Job von echten Detektiv*innen in einem modernen Setting und lösen mysteriöse Verbrechen als professionelle Ermittler*innen. Dazu sollten sie alle ihnen zur Verfügung stehenden Mittel nutzen, um die Verbrechen aufzuklären. Sie sollten alle Fakten überprüfen, Hinweise untersuchen und mit ihren Mitspielenden diskutieren.<br><br>Achtung: Zum Spielen wird ein Internetzugang und die Webseite der Antares-Datenbank benötigt.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,700.0,shopify,1,deny,manual,27.95,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_164328_1.png?v=1747148422,1,"",false,,,,,,,,,,,,,,,,g,,,active
detective-erste-falle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231727771_02_1.jpg?v=1747148420,2,"",,,,,,,,,,,,,,,,,,,,
detective-erste-falle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231727771_03_1.jpg?v=1747148420,3,"",,,,,,,,,,,,,,,,,,,,
exit-das-spiel-die-venedig-verschworung,EXIT – Das Spiel: Die Venedig-Verschwörung,"<p>Markusplatz, Canal Grande, Rialtobrücke – mysteriöse Abenteuer warten in der Traumstadt Venedig! Ein Top Secret-Auftrag erreicht euer Team aus ein bis vier Spielerinnen und Spielern. Könnt ihr die rätselhaften Machenschaften aufdecken und Venedig retten? Bewegt euch durch die Stadt und stellt dabei eure Fähigkeiten als Agenten des Geheimdiensts im Escape-Spiel in 45-90 Minuten unter Beweis. Löst an diesem Ort voller Geheimnisse so schnell wie möglich die Rätsel, entziffert Nachrichten und knackt die Codes – eine Geschichte voller Spannung steht euch bevor. Beim nächsten Spieleabend tief eintauchen in die Mysterien der Lagunenstadt – das neue EXIT® – Das Spiel für Fortgeschrittene ab 12 Jahren.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,300.0,shopify,1,deny,manual,14.95,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_171633.png?v=1747149466,1,"",false,,,,,,,,,,,,,,,,g,,,active
exit-das-spiel-die-venedig-verschworung,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_171704.png?v=1747149466,2,"",,,,,,,,,,,,,,,,,,,,
